text,label
Guisantes con tomate y jamón de mi madre  #guisantes #verdura   #eatrealfood #alimentacionsaludable #salud #healthy #healthyfood #sisepuede #teresahernaez #felizsabado https://www.instagram.com/p/Bugrhm_nmbE/?utm_source=ig_twitter_share&igshid=15uvo2s1lxxeu …,0
"Si os apetecen unas #tortillitas de #camarón, estáis de suerte, ¡¡6 tortillitas + botella de #Albariño, 14 €!!  #sabor #calidad  #boadilladelmonte",0
Creen que deberia a re-abrir mi blog y mi canal de YT ?,1
"Interesadas en ser ADMIN Mande Direct

-StayStrong<3

#f4f #perfect #princess  #mia… https://www.instagram.com/p/_zj28mMud6/",1
Jamoncitos de pollo al horno hoy en Brócoli  #jamoncitos #pollo #chicken #roastchicken #polloalhorno #lunch #almuerzo #takeaway #parallevar #elejido #almería #foodie … https://www.instagram.com/p/Bu8zEmWj4_x/?utm_source=ig_twitter_share&igshid=19q38486n9ks6 …,0
Divaaa.. Inicio mi tercer día de ayuno... Siento que podre llegar meta..,1
Misión cumplida del primer dia 1 dia entero sin comer nada #proAna  #ana  #anorexia,1
Prueba nuestro deliciosos pepinillos encurtidos. De la primera cosecha del año! Solo en @Cervefest #cdmx_oficial #hechoenmexico  #foodiemx  #foodporn #cervefest2019 #cervefest,0
La bulimia y anorexia sólo son de preocuparse cuando le ocurren a una persona delgada.,1
"mi novio esta más delgado que yo, necesito adelgazar
 #proana #promia #anorexia #anorexiaeetclub #eatingdisorder #tca  #bulimia #bulimicgirl #bulimianervosa",1
"Buenasss, preparando sopa de rape, gambas y verduras, rica rica #pescado #ricoysano  https://www.instagram.com/p/Bp_-i4pHaCL/?utm_source=ig_twitter_share&igshid=ax9awg5khasl …",0
"Ya es normal... Verse al espejo y verte  gorda, fea y sola",1
"Incluye en tu alimentación diaria más frutas y verduras y menos granos refinados, grasas y azúcares. #nutricion  #perderpeso #adelgazar",0
"""No te pierdas nuestra promo  del mes disfruta los coctéles """"Dulce amor y Suspiro""""  al 2x1 del 11 al 16 de Febrero aqui en @bicuniqro  #Mixología #CentroSur #Querétaro #TacosGuapos
.
.
.
#TacoWorkshop #TacoRevolution #Queretaro #Mixología  #foodiemx #gastronomiamx",0
#FelizFinDeSemana #Santa tambien se une a la vida,0
"#Tip 
Esta lista es un resumen de la #verduras  y #legumbres que tienen pocas #calorias   #vegetarian",1
"Feria de día. La mejor. #Instagram #Instagood #Instalike #Follow #Followme  #Follow4follow #Followforfollow #Madrid  #amazing #juanemilioma
#food 
#moradetoledo #mora #toledo… https://www.instagram.com/p/Bnyi_oOhEZp/?utm_source=ig_twitter_share&igshid=1v3f1aredu9m3 …",0
"Solo cuando somos determinados y sabemos lo q queremos, ponemos nuestras energias en verlo ""materializado"" 
#buenosdias #saturday #focused #gym #man  #beyourself #weekend #hardtraining",0
RT @equilibriumxco: como almacenar #Huevos sin riesgos  #health  #healthy #fitfam #wellness #cleaneating #eatclean #healthyeating #workout #food #weightloss #healthyfood #motivation #glutenfree… https://www.instagram.com/p/BvWP0jJFzj-/?utm_source=ig_twitter_share&igshid=hrnualwdgg6o …,0
"Arroz integral con verduras y anacardos.

Simplemente delicioso 

#vegan
#veggie

#comidasana https://www.instagram.com/p/BuMpioGFvPi/?utm_source=ig_twitter_share&igshid=rvat5q88bhp3 …",0
"Para repeticiones esta el gym. 
No tu ex!
#FrasesDeAnalia 
#Gym #PowerGirl #LetsDoIt  #Strong #Fit  #Model 
#OOTD enterizo @guess tenis @nike https://www.instagram.com/p/BvW2OMngR_D/?utm_source=ig_twitter_share&igshid=118s4r0b74qf8 …",0
En mi época de monito jajaa #coldprince  #bulimia,1
"""APUESTO QUE TÚ TAMBIÉN SI TE LO PROPONES PUEDE SER""... 







#singers #Singer #sing #music #musica #pasion #amor #Believe  #Disciplina  #evolucion #instafit #instagram #instamusic #instamoment #spotify #deazer #twitter #indie  #fit #instafit",0
"QUESATACOS DE BORREGO                                                                                                                                                  Tacos de costra de queso con borrego al chimichurri.
 
 #ComidaGourmet #Restaurant",0
"Nadadores en acción, a tope para este verano! 
Ready for the summer?
#natacion #piscina #cdcubas #cubas #cubasdelasagra #agua #swim #nadar #sport #fit  #happy #instagram #polideportivo",0
"El problema de nosotras las GORDAS siempre decimos un poquito mas y ese más se transforma en un montón de calorías que lo único que asen es engordar más de lo que ya estamos........

#princesasdecrystal",1
La dieta mediterránea podría ayudar a prevenir la depresión https://ift.tt/2ImLez9  #dietamediterránea   #comidadetemporada #comidadeproximidad #MásMercadoYMenosSupermercado,0
"#tucontratimismo equipo RedKham listo para competir el día de mañana.
Los esperamos en el Tec de Monterrey campus Morelia para que disfruten este gran evento. 
#crossfit  #gym #desarrollo #fit #cuerpo #motivación #entrenamiento #fitfam #fitfam #g… https://ift.tt/2UNDYBV",0
"HAMBURGUESA VEGETARIANA
¿Podemos lograr una dieta apetitosa y equilibrada si hay que comer en la oficina?. ¡La respuesta es sí!. ¡Aquí os dejamos una idea para que rellenéis vuestra fiambrera! #Vegan  #veganfood #healthyfood #vidasana #RevistaIntegral #Recetas",0
Cambiar la comida por el alcohol,1
"Egun on! 

¿De qué te apetece tu clase hoy?

En Bakh tienes más de 500 horas para elegir. ¿Te apuntas a nuestra tribu ? 

¡A darle duro!",0
Favorite song for running? Canción favorita para corriendo? Perfect tempo? #running #music #favoritesong #FitnessMotivation  #exercise #tempo #salud #corriendo #música #canciones    #canciónfavorita,0
"esa gente que por más que coma no engorda, no sabéis la suerte que tenéis, yo como un poco y parezco una vaca
 #bulimicgirl #bulimia #bulimianervosa #anorexia #anorexic #TCA",1
@mavrginia mentira yo creo que esta flaca porque no esta comiendo bien,1
"Circuito de entrenamiento #FulllBody #SistemaFitness #BandasDeResistencia 

http://www.coachdefitness.com/circuito-de-entrenamiento-full-body/ …

Entrena en donde y cuando quieras!
 #Ejercicio #workouts",0
"Prueba esta deliciosa ensalada ¡baja en calorías!

http://ow.ly/ZZD030nJv8l 

#cocinafacil #comersano #healthyfood #foodporn #food #foodie #foodgasm #cdmx #mexico #elhornodelucas #lovecooking  #instafood #recetasrapidas #recipe #recipes #recetas #comidamexicana",0
"#bajardepeso  Gofres fitness de chocolate, manzana y avena: receta saludable sin azúcar",0
Amo recargar pilas con ustedes! #friends #coffeetime #Inmaduros  #Labebe #QueridisimaPatricia… https://instagram.com/p/3c9LJ2i5FJ/,1
"Desayuno de #Navidad, #BizcochoCasero de #Naranja, #Croisants con #CremaDeCacaoCasera, #Kiwis  y un #Cafe  
.
.
#SugarFree #Breakfast #HealthyBreakfast #BizcochoFit #Orange #Coffee #CoffeeTime #CafeticoMañanero  #InstaFood #PicOfTheDay #… http://bit.ly/2rVQCC4",0
solo traigo en el estomago dos taquitos de frijol,1
@SinAzucarOrg mi día de ayer sin azúcares añadidos #sinazucar,0
"#Queso y #Dulce #Postres de siempre. #Queso con #Membrillo #DiaDelPadre #Primavera, todo en #PulperiaFuchela, ¿Vienes? #Pulpo #PulpoAFeira #Pulpo #PolboAFeira #Pulperia #SomosGalegos  #OCarballiño #GaliciaCalidade #Dessert #Restaurante #Galicia #FelizLunes",0
"Yuhuu! A acabo el día y he conseguido comer apenas mas de 200 calorías! :D mañana a tope también.
  estarán orgullosas de mi en 2015",1
Comemos muchos procesados y nuestro cuerpo se resiente de mil maneras. Por eso yo he decidido freir los torreznos en aceite de oliva virgen extra.  #EatLikeAPro #comidasana,0
"Arroz chino casero. Verduras, ajo, gengibre y salsa de soya.
----------
Homemade chinese rice. Vegetables, garlic, ginger and soy  sauce.
.
.
 #arroz #comidachina #rice… https://www.instagram.com/p/Btqku2WHb0I/?utm_source=ig_twitter_share&igshid=1lij82tdh3nra …",0
"Tuve el peor dolor de cabeza de ever, hasta vomité. Aunque eso último fue genial jojojo",1
"Todo tiene un proceso, lucha por el",1
Don´t give up the beginning is always the hardest.... #anorexia #thighgap #bulimia #cat,1
"Les dejo este hermoso atardecer , gracias por todos sus lindo comentarios y likes 
.
.
.
#fit #nutricionista #ﬁtness #playa #arena #photography #fitmode #happy #photographer #photo… https://www.instagram.com/p/BvNpVnYlh1z/?utm_source=ig_twitter_share&igshid=19tjhbgi565lz …",0
"Os esperamos en El Acebuche, punto de encuentro y templo del buen producto.
Reservas al  856 13 63 10.
.
.
.
#restaurante 
#gastronomia 

#queso
#comidasana
#branding
#jerez
#tartar
#cocina 
#carne
#food
#foodie 
#gambas
#venado
#jabali
#tapas #recetas #jamon",0
"Comida Real o , la clave para estar más sana, delgada y feliz 

https://www.modalia.es/estilo-de-vida/15192-comida-real-o-real-food-la-clave-para-estar-mas-sana-delgada-y-feliz.html …",0
Momento en el que te duele el cuerpo y solo sientes satisfacción de haber logrado un día mas... #anorexic #bullimic #proana #promia  #princesa #TCA,1
Deseo abrir mis ojos reflejarme y ver el  cuerpo Ese q deseo q siento m pertenece y lo he estropeado ayudame a retomarlo #anorexia,1
Protip: el martes voy a ir a currar de burka. Más fácil hacerme musulmana que asumir ESTO. #sinergias #sharingiscaring #EnLaBibliaNoAparece,1
"Esta semana en #eldivandelorena hablaremos de la #anorexia y la #bulimia.
No se lo pierdan. http://www.eldivandelorena.blogspot.mx",1
Ayer en todo el día lo único que comí fue una sopa con fideos y hoy fideos con queso #princess  #absurdah ahre,1
"Inspirado en mi amado Iggy Pop 

#coldprince  #proana #promia #anorexia #bulimia #thinspiraton #depresion #grunge #depressed #suicide #suicidal #yonki #cocaine  Mi Blog:  http://coldprincenocome.blogspot.com",1
"Vuelvo como el verano y con él, nueva receta: Tartar de salmón con aire de limón: http://afaltadepan.com/2018/06/28/tartar-de-salmon-con-aire-de-limon/ …
#cocinasaludable  #tartardesalmón #salmón #cocina",0
Llegare y al cansare lo que me propuse,1
"Patatas fritas naturales, receta de mi anikukis, patata, gotitas de aceite de oliva virgen extra, microondas y sal .... simple. Sanas, naturales, los peques las devoran. … https://www.instagram.com/p/Bugm8EpAnFl/?utm_source=ig_twitter_share&igshid=1evau1n3x6ms6 …",0
"Me comí un chicle para calmar la ansiedad, y me comí 4 galletitas de chocolate... Háblame de gorda #ana #mia #bulimia #anorexia #proana #promia",1
Maximum that I would starve was 11 days ... Once I collapsed on the kitchen and the other on my room I fainted for 2 seconds,1
Necesito de nuevo un grupo  de wpp,1
¿Cómo conservar la motivación en el deporte? #Bikeandfitness #Ciclismo #Ciclismoconcabeza  #PsicologiaDeportiva https://bikeandfitness.es/?p=2183,0
Alguien que quiera acompañarme a ayudar 4 días @Anaymia3 @Anaymia0,1
"Solo va a faltar dar envidia.. pero no soy tan mala... no hay mayor  que la hecha en casa 
#mispucherosyyo #VickyWong  ing er https://www.instagram.com/p/BqqEl31gutd/?utm_source=ig_twitter_share&igshid=19d58hyirr571 …",0
"Internet, el peor aliado de los trastornos de la alimentación http://ow.ly/Y5275",1
"Un poco de pescado también es perfecto para la comida de este Jueves, mira está BACALAO A LA RIOJANA... DE ESCÁNDALO, está buenísimo.
Si te GUSTA  DALE 1RT
RECETA AQUÍ    http://cocineraymadre.com/2016/02/24/bacalao-a-la-riojana/ …
#recetas #pescado #bacalao #alariojana #comida #menú #FelizJueves",0
¡Hola #princesa ! No existe más camino hacia la perfección que Jesús. En la Biblia encontrás cómo recorrerlo.,1
"Así día a día 

#comerlimpio #saludable #noesdieta #habitosalusable #nutricion #nutricionistas #healthy   https://www.instagram.com/p/BqtO9f3BHAa/?utm_source=ig_twitter_share&igshid=16lf3sr3ngqfb …",0
Nuevamente volví a la comida como símbolo de escape y placer.,1
"Lomo Vetado a la plancha con toque de mantequilla y cebollín.

Acompaña ensalada de rúcula, espinacas, palta y pimiento.

Salsa de Pimientos asados y mayonesa casera hecha con aceite pepita de uva

@MetodoGrez #keto #lchf #lowcarb #glutenfree #paleo",0
"Nuestros envíos  los enviamos con todo el mimo del mundo . Compruébalo. Barritas con ingredientes 100% naturales para obtener la energía saludable para nuestro maratón diario, entrenos y retos. Stroong_health #formulalourdes   #energiasaludable",0
"Visítanos y prueba nuestras deliciosas pizzas.

Visita nuestro sitio web: http://www.parcela70.com/es/   

 #ComidaGourmet #Restaurant #Restaurante #RestauranteMexicano #Comidas #Ensenada #CopaDeVino #ValleDeGuadalupe #ViñedosMexicanos",0
"Consejos 

Seguir esta pagina",1
"La aúntentica generacion  ya está aqui. Esto es saber decir no y lo demás son tonterias..... 
Psdt... Cuando tienes claras tus elecciones ninguna tentación puede contigo.....
@nutri_rivers @SinAzucarOrg @mikeliturriaga",0
"Unos kilitos menos ♡
 #anoretsico #laquesgordaespedorra",1
"Bonitos recuerdos con @telemundohou y las texanscheerleaders Video completo en mi bio  #htown #boxing  #nfl #nflcheerleaders #houstontx #texans @ Houston, Texas https://www.instagram.com/p/BvQIjzmhZrc/?utm_source=ig_twitter_share&igshid=14exqoz3y1nkq …",0
"""@Thinspomy: Mamá, ¿por qué no hiciste así? #thinspo #thinspiration  https://twitter.com/Thinspomy/status/614079389878353921/photo/1pic.twitter.com/MwoUvvodCV """,1
"Crema de Coliflor para comer.. ¡Ñam! ||vía @EcoAgricultor http://ow.ly/RgR230jotac 
.
#vegan #vegano #recetasveganas #comerbien   #vidasana",0
Como cuando se te olvida tu dinero y solo traes una manzana pa todo el día. #yaenanorexica  #putavida,1
"¿Qué comes tu a media mañana?  Aquí te dejo una idea! || Bolitas Energéticas http://ow.ly/K9vJ30kgULZ 
.
#receta #caseras #vegan #comerbien",0
"Y para acabar un finde ideal, el primer bañito del año #instabeach
motivation 
#sixpack  en Calafell Playa https://www.instagram.com/p/BvZnimeHlSC/?utm_source=ig_twitter_share&igshid=1jzp2li4s34aq …",0
"¿Por qué este empeño en promover unos cánones corporales inalcanzables? 
#A4Challenge
 #anorexia #delgadez",1
"Go follow my instagram @sophielhmallett 

#proana #thinspo #bonespo  #edlogic #anorexia #ednos #eupd #ptsd #style #outfit #photography #lifestyle #diet  #weightloss #health #uk",1
"Un poco de arroz con muchas cosas. Come sano, rico y disfrutando.

#SevillaHoy #Andalucíahoy #FelizSabado #Salud #SaludyBienestar  #Nutrición",0
Si alguien quiere hablar conmigo en priv para ayudarnos mutuamente #proana #promia #proanaypromia  #gorda #anorexia #bulimica #amiga,1
Iniciaré la semana 1. Con esta dieta. Publicaré si es efectiva. :) #ana  #dieta #thinspo,1
Agarrando los fierros #Inventada   #chacalicious #Vacaciones en Temptation Experience https://www.instagram.com/p/BvE1RJIAa9k/?utm_source=ig_twitter_share&igshid=qfgxw2acx2vp …,0
"Si hablamos de #comida rápida y sana las ensaladas son nuestras mejores aliadas. La #ensalada de hoy es muy fácil de preparar y está deliciosa.
http://aligerando.com/recipes/ensalada-de-pera-y-queso-brie/ … #Pera #QuesoBrie #Queso #Nueces #Arándanos #HealthyFood   #Recipe #Realfooding #SinGluten #GlutenFree",0
"Y seguimos con los panes lowcarb. Esta vez sandwich nortino: 

tostadas lowcarb con mantequilla y aceitunas amargas del Valle de Azapa - Arica

@MetodoGrez #keto #glutenfree #lowcarb #lchf",0
"Me salté el desayuno, pésimo de mi parte, pero me excedí ayer y anteayer #proana",1
Espero esta semana ya llegar a los 70.5 <3,1
Me encanta tratarme de guatona porque así me auto convenzo de no comer,1
"Quisiera verme al espejo y pensar que me veo bonita , pero no puedo... No puedo por mi estupidez",1
"Mi masa madre ha duplicado su volumen al cabo de dos horas!
Buena señal!!
#sourdough #masamadre #bakery   #food #foodporn #bread",0
que hermoso seria ser como ella #thin #proana #promia #thinspo #thinspiration,1
"¿Te interesa la cocina? ¿Y sobre todo comer sano?

http://acredita2.es/?p=3266 

#alimentacion #healthy  #cocina #nutricion",0
"Di no a la talla 0
 
Mejor gordos, sanos y fuertes lol http://instagram.com/p/ne43mQqh_f/",1
"Hoy ha sido un día asqueroso, mis ´´amigas´´ pasan de mí y creo que hasta me critican y encima me veo mucho mas gorda aagg... ayudaa",1
No comas resiste es una trampa lucha por tu hermosura la comida te atrapa,1
"""I""m so sorry for waste all your time.....",1
"Hoy te dejo la receta de unas patatas rellenas, ideales para combatir ese frío intenso que anuncian para el fin de semana.
Saca la cuchara y a comer!!!
http://piruletasdejamon.es/2016/10/25/patatas-rellenas-de-carne-guisada/ …
#patatasrellenasdecarneguisada #patatasrellenas   #realfooding #recetaspiruletas",0
"Y este es mi post entreno:

Proteínas reales y una chirimoya (que está de temporada!!).. me río yo de los batidos de proteínas teniendo esto.

#Sevillahoy #dietistanutricionista #Salud #SaludyBienestar #Saludable #nutriciondeportiva #NutricionyCancer #Andalucíahoy",0
"Una buena chinga la de hoy
 #gymlife #health  #fit model addict #fitspo #workout #bodybuilding #gym #train #training #health #healthy food #active #strong #motivation #determination #lifestyle",0
Bajé mucho de peso y no me gusta pero dije “bueno me quedo así el verano y después engordo”,1
"Mi abuela  (90 años), chocolatera por naturaleza, mientras come chocolate 92% cacao: María, este chocolate no tiene azúcar, ¿No? ¡Está muchísimo más rico!  #ídola",0
"a la brasa 
.
para toda la familia 
.

#sardinas #sardines #fish #omega3 #paleo #paleodiet  #eatrealfood #dietapaleo  #comidasana #paleomom #healthyfood… https://www.instagram.com/p/BnGskGylkhs/?utm_source=ig_twitter_share&igshid=7myk1clrl5v4 …",0
"Hogaza 100% integral de harina de grano entero 90% hidratación, 20% masa madre #Guria #Villafranquina #crumb #sourdough #bread  #wholegrain #pan #masamadre #levain #bakery http://bit.ly/2WTEWOq",0
"Y ese demonio llamado ""dieta"" vuelve con la etapa post vacacional... #dietas #belleza #anorexia #bulimia  http://ow.ly/BdMfO",1
Hemos cambiado el diseño de nuestra carta. Gracias @aguedarobles_10 por hacerlo posible. #hoteldongonzalo #dongonzalo #montilla #cordoba #cartas #disrño #restaurante #comidacasera  #comidadetodalavida https://ift.tt/2zocfhu,0
"#Repost @ventriculoveloz (get_repost)
・・・
Continuamos con la Campaña escolar con #PORLABOCA de @Padramatic con el apoyo de la comunidadmadrid. Hoy en el colegiocaude 
#TCA … https://www.instagram.com/p/Btx0V9_CLZg/?utm_source=ig_twitter_share&igshid=1xl1gjcxhkjtd …",1
Me desespero quiero esooo yaaaa donde firmo para ser asi,1
"Hay días que no te da la vida... Así que calma nena! .
.
.
#merienda #postre #snack #healthy #mango #fruta #fruit  er  #sintonterías #simplementemicocina #nohayreceta #calmanena #LucíaBe #agenda #nomedalavida
.
@luciabe http://bit.ly/2S8eGvX",0
"Así de ""GLAMOROZA"" es la vida con",1
"COMPOST. EL ABONADO NATURAL POR EXCELENCIA.
¡Aportación decisiva a la agricultura ecológica. Sustituye el procedente de derivados del petróleo y química sintética más venenosa por el abono natural por excelencia!. http://bit.ly/2ByoitN  #vidasana  #RevistaIntegral",0
"Canela, afrodisíaca, saludable y adelgazante https://www.vivirbienesunplacer.com/todos/comida/canela-afrodisiaca-saludable-y-adelgazante/ … #salud #foodie #adelgazar #tips #post  #eatclean  #slim #diet",0
"Pan con limón de @gipsychef
reto de @cookingthechef  #jugandoconlacocina

https://jugandoconlacocina.blogspot.com/2019/02/pan-con-limon-version-20-de-gipsy-chef.html …
  #food #instafood #gastronomía #tasty #foodie  #recetas #foodgasm #healthyfood #eating #amazing  #recipes  #igbcn  #sinfiltros",0
"Espaguetis con jengibre y soja texturizada. 
.
#cocinaycomparte #yummy #vegan #vegetarian #plantbased  er #alimentacionconsciente #mindfuleating #comidasana… https://www.instagram.com/p/BojY9ndn_CK/?utm_source=ig_twitter_share&igshid=z5p4r64uquq3 …",0
solo quiero correr y correr tan lejos dond este sola y no importe mi reflejo pero se q stoy realmente jodida y jamas escapare de ti,1
"Sorprende a tus invitados con tu evento en Parcela 70. 
 
Reserva tu evento:  
http://www.parcela70.com/es/eventos-privados/ …
 
 #ComidaGourmet #Restaurant #Restaurante #RestauranteMexicano #Comidas #CopaDeVino #ValleDeGuadalupe #ViñedosMexicanos #Ensenada",0
"@SeeleBarros y ponen #gorda  #viviendoconmia #mecorte y la gente ""hay enseñame a bajar de peso asi""! Ke es esto? Cuantos problemas",1
"Una foto más para la colección :v :v #tranquility #photography #blessed  #photo #relaxtime #travel #fit #landscape #portoalegre #brasil #happy en Rio Grande, Rio Grande do Sul https://www.instagram.com/p/BvUfSU0nDqC/?utm_source=ig_twitter_share&igshid=1efmx1gva0eh0 …",0
¿Es tan difícil todo?  https://tmblr.co/Zy1_Ri23WiAvT,1
"Nuevo estilo, nuevas metas.
 #autoagression #BePerfect #AnaAndMia https://www.instagram.com/p/BanhwqLDYo3/",1
"SER FLACA, ser perfecta!",1
Un tiempo para ti...  Un tiempo para nosotros.  #PanamaBlue #WeArePanamaBlue #Healthy #Water #Lifestyle  #Healthylifestyle https://ift.tt/2HApeCt,0
Nueva línea con proteína de trigo y chícharo muy pronto!  #alimentosbasadosenplantas #plantbasedfood #comidamexicana #cuidatucuerpoyalplaneta #vegan #vegano #vegetariano #mexico… https://www.instagram.com/p/ButeC_yHRzc/?utm_source=ig_twitter_share&igshid=1qiycobjzfdkp …,0
"#CAMBIO
#actitud 
#perseverancia 
.
Amo cuando mis chicas se hacen su propio collage
.
#delfit #fitbydelfina #fit #motivation #motivacion  #gym #healthy #instafit… https://www.instagram.com/fitbydelfina/p/BvDHINIACcC/?utm_source=ig_twitter_share&igshid=7pbzaahg4vb4 …",0
"Y aquí va mi propuesta para el lunes sin carne: un #potaje de #garbanzos que quita el sentido. 
A mí en esta época del año es de los platos que más me puede apetecer 

#vegetarian  #verdequetecomoverde #recetasvegetarianas #lunessincarne",0
Quiero mi cuerpo así #inspiración #algundia,1
"Trabajando #circuito en la clase de #PowerGym 
.
#circuit #circuittraining #entrenamiento #entrenamientofuncional #salud #bienestar #vivirmejor #ejercicio  #rt #rtstudio… https://www.instagram.com/p/BvKrEexH3QP/?utm_source=ig_twitter_share&igshid=1ssrkmyyycus0 …",0
alta noche hablando sobre hacer dieta y ejercicio para ponerse en forma #justgirlythings  #abzurdahs,1
"¡Más retos de 40 flexiones!  Begoña Marin nomina a: Maricarmen Hidalgo, Itziar Lucas Marin e Inma González de la Rosa

#reto40flexiones #QuererEsPoder #AVFitness #YoSoyAV  #Entrenamiento #Salud #Motivación",0
Siempre uso ropa holgada para disimular mi #gordura  #gorda https://instagram.com/p/8Z8pFUHE0R/,1
"Salmón con especias a la plancha, de guarnición cebolla con calabacín y manzana. Riquísimo .
#masendocrino #salmón #yum #dietasana #dietamediterranea #aceitedeoliva #saludable #fitfood #nutricion #spainfood #cocinaespañola  #foodphotography  +recetas en el blog …",0
"Tu día se merece empezar a lo grande. 
.
.
.
.
.
#ComerSano #Saludable #ComeSano #AlimentacionConsciente #Natural #Natura #ComidaSaludable #comida #food #instafood  #Vegano… https://www.instagram.com/p/BuqiE9hHnGJ/?utm_source=ig_twitter_share&igshid=1r1b8a8valm …",0
No es consuelo pero aún tengo más de dos años para prepararme & lograrlo  #training  #Eignungstest #workout #Sport #Uni,0
"Y para los más peques de la casa, powercocktail junior!!! A partir del año. Llena a tu peque de nutrientes y energía! Pregúntame! #vivesaludable #pesas #cuidatusalud … https://www.instagram.com/p/BvEeBNbgAAm/?utm_source=ig_twitter_share&igshid=1cpodmb1auv1w …",0
"Maquillaje, mi máscara ante el mundo.
 #maquillaje #MiSueñoEs",1
Malas noticias para todos… https://elpais.com/economia/2018/07/03/actualidad/1530630154_320436.html …,0
@burmillalefanu Qué te dije de ? Tus peores enemigas Burmi. Y encima noté que te volviste turra en wssp,1
Set de fotos: nany1710:  #Angeles http://tmblr.co/Z7xNWl1cLemky,1
¿Para cuándo una alianza @Mercadona - Carlos Ríos (@nutri_rivers)?  Molaría tener una sección de productos   recomendados por el maestro del #realfooding,0
"Reposting @gimse_fitness:
Desayunos de Montaña  #desayuno #breakfast #desayunosaludable #breakfasttime #buenosdias #goodmorning #energiapositiva #energy #energia #comidasana  #monday #domingo #foodlover #food #foodpic #foodporn #yummy #yum #saludable #foodie",0
"""@AnaYMia_1: Quisiera Tener un cuerpo como este :'(
 https://twitter.com/AnaYMia_1/status/546776946181681152/photo/1pic.twitter.com/1Jgm2Nepzi """,1
"Lo que ves: 2 yogures  cereales de desayuno  semillas de chia  y naranja Lo que veo: hidratos de carbono, proteína, calcio, fibra, omega 3, vitamina C 
#nutricionista #dietista #healthybreakfast #healthyfood #healthy #breakfast",0
"Si hoy estáis pensando en ir a hacer la compra, os dejamos unos consejos ya que llevar una dieta saludable y equilibrada depende mucho de la forma en cómo hacemos la compra 
 ing #comida  #saludable #healthy #FelizLunes",0
"Trote 10 kilómetros. Más a la tarde ejercicios.
#rutina #ejercicio #adelgazar  #JuevesDeGanarSiguidores",1
Tu no sabes lo que estoy sufriendo.   #Anorexia #Bulimia #ana,1
deportes extremos queman más calorias *-*,1
"Es cierto, las frutas tienen fructosa, PERO:

- los arándanos tienen bajo IG
- después de las 18 hrs van bien en el @MetodoGrez (en programa 1)

Kèfir con Crema de Leche, coco rallado, almendras tostadas y arándanos

#lowcarb #GlutenFree",0
grupodewhatsapp mandar su numero por direct o en el comentario https://www.instagram.com/p/BBoEMaShFPR/,1
"¡No te estanques! Varía tus rutinas cada determinado tiempo para subir de nivel. 
#gn #gnfitness  #gym #gymtime",0
"Gochitos mirar la receta que he preparado está para chuparse los dedos
.
.
.
.
.
.
.
.
.
.
.
.
.
#comidasana  #comidafitness #comidasaludable #lunch #lunchboxideas… https://www.instagram.com/p/BqKZZz0HFHH/?utm_source=ig_twitter_share&igshid=102fze1yl06t8 …",0
"Tostada de pollo encacahuetado 

Mas info http://www.beersandburros.com 
#burrerria #valenciagram #valenciagtamers #instaUPV #UPV  #healthyfood #LetsGuide  #healthyfood #fit #fat #ñam #valenciasecreta #finedinig #RestaurantsdeValencia",0
Extraño a #Ana quiero que vuelva... A mi Quiero dejar a Mia :(  hasta ser perfeta...,1
Chavas : ¡POR FAVOR NO TUITEEN SU ASQUEROSA VIDA LLENA DE LAXANTES Y DIETAS ESTUPIDAS PARA MORIR! De nada. #mueran,1
#mini_bestias de hoy en #terremotommagym #sumate #sisepuede #seentrenafuerte #training #treino  motivation #stretching #comodororivadavia #chubut #argentina addict gear girl goals #inspiration #motivation #freedom,0
NO eres un boceto. #dilenoalaanorexia,1
"Guisantes con taquitos de jamón serrano.

#GarLoRecipes #VillaGarLo #food #foodporn  #seafood #receta #recipe #homemade #foodblogfeed #onmyplate #lunch #healthyrecipes… https://www.instagram.com/p/BpJ3RDLlOKm/?utm_source=ig_twitter_share&igshid=zck4muujt3iw …",0
UN CAMINO LLENO DE MARIPOSAS,1
: Francia penará la incitación a la #anorexia.,1
"Ya lo sabíamos nosotros... ¡Proteged vuestros genitales! 
http://bit.ly/2WetBr5 
#felizfinde #revistazero  #gayworld",0
Me siento llena y eso me da mucho asco... #ana #mia  #anorexia #bulimia #proana #promia #ed,1
"Quererme? Ja si cada ves que me veo en el espejo soy una maldita gorda, todos te dicen 'estas mas flaca' pero la única verdad es que estas echa una maldita gorda repugnante que no puede mantener la maldita boca serrada

#gordabulimica
#malditacerda",1
"Ya pediste tu pan? 
http://www.cerroseco.com/productos  

...comiendo salvando el bosque seco tropical... 

#cerroseco #pulperiacerroseco #bosquesecotropical #panartesanal … https://www.instagram.com/p/Bujan47H92t/?utm_source=ig_twitter_share&igshid=rrsw56u47217 …",0
son sombras que siempre me persiguen. Muy pocos entienden..,1
Para todos los evangelicos que me escriben #stoned #coldprince   #proana #promia #anorexia #bulimia #depressed #cocaine,1
"Me ha encantado esta foto! Me parece de lo más original, con todo lo que ella implica. #vivesaludable #pesas #cuidatusalud  #soysaludable #fácil #saludyvida

#mujeresvalientes… https://www.instagram.com/p/BvUEBHUgmCF/?utm_source=ig_twitter_share&igshid=1pd04g7b73kak …",0
